id,area,statement,status,confidence,evidence,risk,source_track
"OR-07","증분·워터마크","핸드오버·QC무브·RTG무브·시나리오 수집은 Postgres etl_watermark(또는 scenario 워터마크)에 마지막 완료 이벤트 문자열을 저장하는 증분 폴링이며 첫 실행은 각각 10분 전·당일 00시부터 시작한다.","확인","높음","crates/extractor/src/handover.rs:43-68; crates/extractor/src/qc_moves.rs:42-64; crates/extractor/src/handover.rs:106-120","워터마크가 문자열 사전순이라 미래 날짜 이상치 1건이 들어오면 워터마크가 앞으로 튀어 이후 정상 데이터가 영구 누락될 수 있다(GREATEST로만 전진해 롤백 불가)","oracle"
"OR-08","데이터 유실 위험","qc_moves·rtg_moves·scengen yard_moves는 'MCH_OPER_COMPDATE = 오늘' 등가조건으로 당일치만 스캔하므로 서비스가 자정을 넘겨 정지하면 그 전날 미수집분은 영구히 복구되지 않는다.","확인","높음","crates/extractor/src/qc_moves.rs:59-64; crates/extractor/src/rtg_moves.rs:59-64; crates/scengen/src/yard.rs:56-62","장애 시 무브 로그에 되돌릴 수 없는 구멍이 생기고 tt_move_log·싸이클 KPI로 그대로 전파된다","oracle"
"OR-09","업무키·중복","무브 로그의 업무키는 (machno, contno, seqno), 핸드오버는 (contno, point, seqno)이며 모두 ON CONFLICT DO NOTHING이라 같은 키의 후속 갱신은 무시된다.","확인","높음","crates/extractor/src/qc_moves.rs:82-87; crates/extractor/src/handover.rs:82-87; crates/scengen/src/collect.rs:102-107","동일 크레인이 같은 컨테이너를 같은 seqno로 재작업하면 두 번째 이벤트가 조용히 버려진다(중복 억제와 유실이 구분되지 않음)","oracle"
"OR-10","캡·한도","모든 Oracle 쿼리에 상한이 있다: 집계 SQL은 FETCH FIRST 15~120행, 증분 스트림은 FETCH_CAP 3000~20000행, 시각 창은 당일 등가 또는 SYSDATE-2/-3/-30일로 제한된다(예외: 90초 workpool 쿼리는 행수 캡 없음).","확인","높음","crates/extractor/sql/e1c_k_util_crane_merged_intervals.sql:51; crates/scengen/src/collect.rs:133-152; crates/extractor/src/rtg_moves.rs:19-20","캡 도달 시 scengen만 gen_event에 기록하고 extractor(handover/qc/rtg)는 알리지 않아 밀림이 조용히 누적될 수 있다","oracle"
"OR-11","원천 보존기간","JOB_ORDER_HISTORY는 약 15일, MCH_OPERATION/VSS_STATISTICS는 35일 이상만 보존된다고 저장소 문서에 기록돼 있다.","확인","중간","README.md:82-84; kc/learn/tt-prediction.html:56; crates/extractor/src/handover.rs:42","장기 학습·시나리오 재생에는 Postgres 축적이 유일한 방법이며 축적이 끊긴 구간은 Oracle에서 재추출 불가('백필로 메우면 된다'가 성립하지 않음)","oracle"
"OR-12","문서-코드 상충","단일출처를 표방하는 kc/data/tos-extraction.html은 추출점 18개만 기재해, 실제 코드의 qc_moves와 scengen의 4개 Oracle 객체(CDV_VESSEL·CYY_CONTAINER·ETV_BAPLIE_CONT·ETV_MOVINS_STOWAGE) 및 ETW 게이트웨이가 누락돼 있다.","상충","높음","kc/data/tos-extraction.html:160-183; crates/extractor/src/qc_moves.rs:53-65; crates/scengen/src/enrich.rs:64-129","고객사에 '우리가 긁는 것 전부'로 이 문서를 제시하면 실제 부하·데이터 범위를 과소 보고하게 된다","oracle"
"OR-13","운영 활성화","저장소 문서(deploy/systemd/README.md)는 5개 타이머만 enable 대상으로 안내한다. [호스트] 실제 enabled 타이머는 16개이며, 안내 대상 5개 중 wp-tick-t1·wp-tick-t2는 호스트에 미설치다.","상충","높음","deploy/systemd/README.md:20-35; deploy/systemd/ [호스트] systemctl --user 관찰","문서가 안내하는 세트와 실제 가동 세트가 달라 Oracle 실부하·데이터 신선도 견적이 어긋날 수 있다","oracle"
"OR-14","킬스위치·격리","scengen의 모든 Oracle 수집은 scenario.config.enabled(기본 true) 소프트 킬스위치를 매 tick 읽어 끌 수 있고 실패해도 항상 Ok를 반환해 다른 서비스로 전파되지 않는다.","확인","높음","crates/scengen/src/collect.rs:37-56; db/migrations/0093_scenario.sql:14-20; crates/scengen/src/snapshot.rs:33-52","기본값이 true라 배포 즉시 Oracle을 치기 시작한다 — 고객사 승인 전 무단 부하가 될 소지","oracle"
"OR-15","SQL 조립 방식","바인드 변수를 쓰지 않고 문자열 리터럴 치환으로 SQL을 만들며 params::render는 미치환 토큰이 남으면 실패시킨다. scengen enrich는 Oracle에서 읽은 vessel/voyage 값을 그대로 삽입한다.","확인","높음","crates/extractor/src/params.rs:11-13; crates/extractor/src/params.rs:51-63; crates/scengen/src/enrich.rs:76-77","원천 데이터에 작은따옴표가 있으면 쿼리가 깨지거나 의도치 않은 술어가 된다(읽기 전용이라 파괴적이진 않음)","oracle"
"OR-16","개인정보(Oracle)","모든 Oracle 쿼리는 장비번호(YTNO/MACHNO/TRK_ID)·컨테이너번호·선박/항차만 읽고 운전자·작업자 이름이나 사번 컬럼은 조회하지 않는다.","확인","높음","crates/extractor/sql/e3a_k_util_tt_merged.sql:15-29; crates/scengen/src/enrich.rs:124","","oracle"
"OR-17","컬럼 취득 후 미사용","workpool.sql은 JOB_ODR_TWINKEY를 조회하지만 live_workpool INSERT 컬럼 목록에 twinkey가 없어 트윈키는 후보수요 중복제거에만 쓰이고 배차 화면 쪽으로는 저장되지 않는다.","확인","높음","crates/extractor/sql/workpool.sql:32; crates/extractor/src/workpool.rs:282-298; crates/extractor/src/workpool.rs:312-314","트윈 작업 1트럭=2컨 관계가 live_workpool 소비자에게 보이지 않아 하류에서 재계산이 필요하다","oracle"
"OR-18","스냅샷 덮어쓰기","live_workqueue·live_workpool·live_candidate·live_assigned_tt·live_vessel_schedule은 매 tick DELETE 후 재삽입하는 전량 교체 스냅샷이라 과거 상태 이력이 남지 않는다.","확인","높음","crates/extractor/src/workpool.rs:186-190; crates/extractor/src/workpool.rs:266-268; kc/dispatch/simulator-spec.html:158","큐 적체·마감 추이의 과거 재현이 불가능해 시뮬레이션·사후분석용 리플레이는 별도 append 이력이 필요하다","oracle"
"OR-19","CYY 스냅샷 한계","야드 재고 스냅샷은 CYY_CONTAINER를 4시간마다 블록단위로 집계해 저장하며 CYY는 매 ETL 덮어써지므로 과거 시점 야드상태는 앞으로만 축적 가능하다고 코드 주석에 명시돼 있다.","확인","높음","crates/scengen/src/snapshot.rs:1-7; deploy/systemd/wp-scenario-snapshot.timer:1-9","과거 기간 시나리오의 t=0 야드상태는 재구성 불가 — 시뮬레이션 범위가 수집 시작일 이후로 제한된다","oracle"
"OR-20","미구현 기능","scengen backfill 서브커맨드는 CLI에 존재하지만 구현이 스텁이라 로그만 남기고 Oracle 접근을 하지 않는다.","확인","높음","crates/scengen/src/main.rs:82-84","'과거 구간 백필 가능'을 기능으로 전제한 견적은 성립하지 않는다","oracle"
"OR-21","비-Oracle 입력","Oracle 외 외부 입력이 3개 있다: Open-Meteo 시간별 날씨, Tomorrow.io 1분 날씨(TOMORROW_API_KEY 필요), Azure tos_etw_gateway의 컨테이너별 ETW 스냅샷(HTTP, SSH 터널 경유). 모두 curl 프로세스 호출이다.","확인","높음","crates/extractor/src/weather.rs:1-30; crates/extractor/src/weather.rs:79-83; crates/extractor/src/workpool.rs:115-135","ETW 게이트웨이는 TOS 유래 데이터인데 Oracle이 아닌 별도 RPC 경로라 '본부 접근 목록'에서 빠지기 쉽다","oracle"
"LC-01","위치 소스","TT 위치의 1차 소스는 TOS가 아니라 웹소켓 GPS 피드이며 API 프로세스가 로컬 SSH 터널(ws://127.0.0.1:9986)로 직접 접속해 wpt_gps 존 핸드셰이크(identify → 2초 → checkin) 후 수신한다.","확인","높음","crates/api/src/livemap.rs:1-12; crates/api/src/livemap.rs:3005-3092; deploy/systemd/wp-ws-bridge.service:1-24","API 크레이트의 유일한 아웃바운드 클라이언트가 위치 수집이라 터널·SSH가 죽으면 위치 기능 전체가 동시에 죽는 단일 장애점이다","location"
"LC-02","위치 소스","TOS(Oracle) 추출 경로에는 좌표 컬럼이 없어 위치의 TOS 대체 소스가 없다. TOS가 주는 것은 좌표가 아닌 논리 위치 코드(cur_loc/topos1)와 위치성 데이터(VSB_VOY_STARTPOS, MCH_OPERATION의 TRK_ID+MACHNO)뿐이다.","확인","중간","crates/extractor/src/ (rg 'lat' 0건); crates/api/src/livemap.rs:3226-3236; crates/scengen/src/enrich.rs:67-73","웹소켓이 끊기면 위치 기반 배차·비용 계산의 폴백 좌표가 없다","location"
"LC-03","메시지 형식","프레임 형식은 {""data"":{""id"":""TT1074"",""zone"":""wpt_gps"",""datas"":""<gps_update JSON 문자열>""}}이며 datas가 이중 인코딩된 JSON 문자열이라 두 번 파싱한다.","확인","높음","crates/api/src/livemap.rs:3186-3200","","location"
"LC-04","메시지 형식","파싱하는 gps_update 필드는 lat·lon·speed·engine_on·jobtype·vslname·container1/2·cur_loc·topos1/2·arrival·arr_dtime·fuel_level·accuracy·userid·batt·nett·dtime·distance이고 좌표는 WGS84 lat/lon 숫자를 그대로 쓴다.","확인","높음","crates/api/src/livemap.rs:3198-3245; crates/api/src/livemap.rs:36-60","speed는 문자열에서 단위를 잘라내 파싱하며 실패 시 0.0으로 떨어져 포맷 변경 시 조용히 '정지'로 오분류된다","location"
"LC-05","좌표계","저장·API·프론트는 모두 WGS84 lat/lon이며 로컬 미터 좌표(to_local/from_local, 원점 REF 2.926/101.29 등거리 근사)는 안벽 PCA·크레인 작업지점·맵매칭 투영 내부 계산에만 쓰인다.","확인","높음","crates/api/src/livemap.rs:404-414; crates/api/src/livemap.rs:823-830","","location"
"LC-06","수신 주기·커버리지","장비별 기저 케이던스는 중앙 3초이고 TT의 89.9%가 30초 이내 보고하지만, GPS 단말이 움직일 때만 보고해 정차 시 침묵하는 것이 근본 한계로 감사되어 있다. [문서]","확인","높음","kc/data/websocket-coverage.html:19,37-40,55; kc/data/websocket-coverage.html:60-61","'멈춘 트럭'(유휴 onset·큐 대기·정밀 도착)은 GPS 단독으로 구조적 관측 불가 — 배차 리드타임 정확도의 상한을 규정한다","location"
"LC-07","수신 주기·커버리지","장비 수 단서는 health 총계 453~622대이며 엔진ON TT는 약 138대, 그 중 120초 내 GPS 커버리지는 134/138 약 97%로 감사되었다. [문서]","확인","중간","kc/data/websocket-coverage.html:66-67","'lost %'가 분모 정의에 따라 41~74%로 흔들리므로 커버리지 KPI를 단일 상수로 인용하면 안 된다","location"
"LC-08","시각 의미","모든 위치 레코드의 ts는 수신(ingest) 시각 Utc::now()이고 소스 타임스탬프 dtime은 문자열로 통과만 할 뿐 어떤 계산·저장 시각에도 쓰이지 않는다.","확인","높음","crates/api/src/livemap.rs:3236; crates/api/src/livemap.rs:1123; crates/api/src/livemap.rs:3218-3221,4632-4634","소스↔수집 지연을 분리 측정할 수 없어 피드 지연이 곧바로 '트럭이 그 시각 그 위치'로 기록된다","location"
"LC-09","시각 의미","소스 시각을 실제로 해석하는 유일한 필드는 arr_dtime(HH:MM:SS, 터미널 MYT)이며 parse_arr_dtime이 자정 롤오버 보정과 6시간 초과 거부를 하고 v2 사이클의 도착시각으로 채택된다.","확인","높음","crates/api/src/livemap.rs:3774-3796; crates/api/src/livemap.rs:3514-3526","장비 로컬시계 오차가 그대로 도착시각으로 들어간다(교차 검증 로직 없음)","location"
"LC-10","신선도 임계값","신선도 상수는 FRESH_UNDER_S=15, STALE_AFTER_S=120(초과 시 /api/livemap/positions에서 제외), LOST_AFTER_S=600(60초 프루너가 인메모리 맵에서 제거)이다.","확인","높음","crates/api/src/livemap.rs:27-33; crates/api/src/livemap.rs:1071-1075; crates/api/src/livemap.rs:2995-3003","","location"
"LC-11","신선도 임계값","위치 이력 수집 태스크들은 lm.connected가 false면 틱을 건너뛰고 신선(<=120초) 장비만 기록하므로 피드 장애 중에는 위치 이력에 행이 생기지 않는다.","확인","높음","crates/api/src/livemap.rs:4628-4656; crates/api/src/livemap.rs:4793-4812","장애 구간이 데이터 '공백'으로만 남고 장애 마커 행이 없어 사후 분석에서 '트럭 없음'과 '피드 없음'이 구분되지 않는다","location"
"LC-12","품질 처리","좌표 튐 방지는 다층이다: (0,0) 프레임 폐기, 단일 스텝 600m 초과 무시, 차선학습 5~200m 밴드, 블록 centroid 300m 아웃라이어 게이트, 프론트 50km/h 초과 스파이크 제거.","확인","높음","crates/api/src/livemap.rs:3201-3204; crates/api/src/livemap.rs:222-225,313-315,277; crates/api/src/livemap.rs:3340-3349; web/src/LiveMapPage.tsx:43,860-876","","location"
"LC-13","품질 처리","공백(gap) 보정은 프론트의 3분 홀드와 5초 스무딩 보간, 백엔드의 latched 필드(결측 프레임에서 직전 container/jobtype/vessel/topos 유지)로 구현되어 있다.","확인","높음","web/src/LiveMapPage.tsx:999-1004; crates/api/src/livemap.rs:3330-3339; crates/api/src/livemap.rs:62-70","프론트 3분 홀드는 마지막 위치를 계속 그리므로 OutageBanner가 없으면 정지 데이터가 라이브처럼 보인다(실제 오인 사례 있음)","location"
"LC-14","맵매칭","도로망 맵매칭은 구현되어 있으나 SHADOW 전용이다 — 5초마다 각 TT의 GPS를 예상 경로에 투영해 진행률을 mm_arrival_shadow에 적재할 뿐 라이브 도착 판정·배차에는 반영되지 않는다.","확인","높음","crates/api/src/livemap.rs:1834-1841; crates/api/src/livemap.rs:1936-1940; db/migrations/0090_mm_arrival_shadow.sql:1-19","도착 포착 개선이 아직 운영에 미반영 — 견적 시 '구현됨'과 '활성화됨'을 구분해야 한다","location"
"LC-15","폴백","GPS가 침묵한 트럭에 대한 폴백은 좌표 대체가 아니라 '마지막 위치 유지 + 논리 위치 사용'이다: 적재 상태로 드롭지점 120m 이내에서 침묵한 트럭은 최대 20분(SILENT_HOLD_S) 곧-유휴 후보로 유지한다.","확인","높음","crates/api/src/livemap.rs:4167-4171; crates/api/src/livemap.rs:4218-4232","곧-비는 트럭의 상당 부분이 이 홀드에 의존하므로 임계값이 틀리면 배차 후보 풀이 통째로 흔들린다","location"
"LC-16","폴백","크레인·블록 위치는 GPS가 없거나 흔들릴 때 학습된 작업지점 좌표(learn_topos_point centroid, QC는 안벽 PCA 라인 투영 + 15분 반감기 recency)로 대체된다.","확인","높음","crates/api/src/livemap.rs:396-410; crates/api/src/livemap.rs:1063-1069; db/migrations/0026_learn_topos.sql:1-25","QC GPS는 스프레더 장착이라 원좌표를 그대로 쓰면 26m 진동·185m centroid 뭉갬이 발생 — 보정이 빠지면 거리비용이 왜곡된다","location"
"LC-17","위치→비용","위치 정확도는 배차 비용에 직접 들어간다: 트럭 원GPS를 도로망에 스냅(출발 150m·목적지 60m 허용)해 route 시간을 쓰고 스냅·경로 실패 시 맨해튼 거리 ÷ SEG_SPEED_MS(3.30 m/s)로 폴백한다.","확인","높음","crates/api/src/roadgraph.rs:22-28,103-140,162-200; crates/api/src/livemap.rs:3840-3845; crates/api/src/livemap.rs:4306-4320","스테이징 포켓 등 도로망 밖 트럭은 150m까지 억지 스냅되거나 상수 폴백으로 계산돼 위치 오차가 곧 비용 오차·매칭 오류로 전이된다","location"
"LC-18","도착 판정","도착 지오펜스는 자기 topos1 centroid 기준 70m(GEOFENCE_DROP_M)이며 측정된 recall(DS 59·LD 61)·precision 96%의 파레토 점으로 선택되었다고 코드 주석에 근거가 남아 있다.","확인","높음","crates/api/src/livemap.rs:755-790; crates/api/src/livemap.rs:762-766","","location"
"LC-19","장애 표시","프론트 장애 신호는 오직 /api/livemap/health(약 5초 폴링)의 color·connected·last_msg_age_s이며 일 단위 ETL인 /api/health를 쓰면 안 된다고 코드에 명시되어 있고 전역 OutageBanner가 모든 페이지에 뜬다.","확인","높음","web/src/App.tsx:63-90; web/src/App.tsx:99-121,703; crates/api/src/livemap.rs:1417-1432","","location"
"LC-20","장애 표시","라이브맵은 live/stale/replay 3모드를 구분하며 라이브 요청 중 피드가 죽으면(연결끊김 또는 as_of 120초 초과) 캔 리플레이를 그리지 않고 마지막 위치를 정지시킨 채 '데이터 정지' 오버레이를 띄운다.","확인","높음","web/src/LiveMapPage.tsx:1067-1076; web/src/LiveMapPage.tsx:1029-1034; web/src/LiveMapPage.tsx:1186-1190; web/src/TtPage.tsx:175-186","","location"
"LC-21","보존","위치 이력 보존기간은 truck_pos_hist 2일, truck_pos_hifreq 5일, rtg_pos_hist 3일이며 정리는 각 수집 태스크 내부의 주기적 DELETE로만 수행된다(파티셔닝·외부 크론 없음).","확인","높음","crates/api/src/livemap.rs:4673-4676; crates/api/src/livemap.rs:4726-4730; crates/api/src/livemap.rs:4827-4831; scripts/populate_tt_cycle_recon.sql:18","API 프로세스가 죽어 있으면 프루닝도 멈춘다. hifreq가 5일뿐이라 GPS 기반 사이클 재구성은 보존기간 안에서 돌려야 한다","location"
"LC-22","보존·함정","truck_pos_hist는 raw GPS가 아니라 30초 배치 스냅샷이므로 신선도·커버리지 분석에 쓰면 과대표시되며 그 용도로는 truck_pos_hifreq/rtg_pos_hist를 써야 한다고 감사 문서가 경고한다. [문서]","확인","높음","kc/data/websocket-coverage.html:68; crates/api/src/livemap.rs:4628-4665","이 함정을 모르고 커버리지를 인용하면 실제보다 2배 이상 좋게 보인다","location"
"LC-23","보조 피드","두 번째 웹소켓 존 ctab은 QC 크레인 PLC(load/lock/land/hpos/tpos)를 주며 위치가 아닌 하역 상태를 제공하고 identify만 하고 checkin은 하지 않는다.","확인","높음","crates/api/src/livemap.rs:3094-3170; db/migrations/0086_rtg_pos_hist.sql:1-8","RTG는 PLC가 전무해 DS 측 핸드오버는 GPS 근접(약 16%)에만 의존하는 비대칭이 남는다","location"
"LC-24","수집 배선","위치 관련 백그라운드 태스크는 API 바이너리 main()에서 전부 spawn되며 systemd 타이머가 아니라 프로세스 수명에 묶여 있다(pos_hist 30초, hifreq 3초, rtg_pos_hist 3초, mapmatch 5초).","확인","높음","crates/api/src/main.rs:111-137","API 재시작 시 인메모리 latch·centroid·사이클 상태가 초기화된다(centroid/lane은 DB 복원, 트럭별 latch는 아님)","location"
"LC-25","연결 감시","소스가 ping에 pong하지 않기 때문에 죽은 소켓은 60초 수신 타임아웃으로 감지하고 재연결은 2초에서 30초까지 지수 백오프한다.","확인","높음","crates/api/src/livemap.rs:3070-3092; crates/api/src/livemap.rs:3016-3029","피드 장애 인지 지연 하한이 60초다","location"
"LC-26","운영 활성 여부","deploy/systemd/README.md의 타이머 표·설치 절차에 wp-ws-bridge가 언급되어 있지 않다. [호스트] 해당 유닛은 호스트에서 상주(Restart=always/5s)로 확인된다.","상충","중간","deploy/systemd/README.md:1-40; deploy/systemd/wp-ws-bridge.service:1-24","위치 파이프라인의 전제(터널 상시가동)를 저장소 문서가 뒷받침하지 않아 인수인계 시 누락 위험","location"
"OP-01","TOS 연계","저장소 전체에서 Oracle TOSADM으로 INSERT/UPDATE/MERGE/DELETE를 보내는 코드는 존재하지 않는다.","확인","높음","crates/scengen/src/collect.rs:66-88; crates/extractor/src/runner.rs:1-45; crates/scengen/src/toolbox.rs:1-75","실서비스 전환 시 출력 채널을 새로 만들어야 한다","output"
"OP-02","TOS 연계","TOS 쓰기 패턴(INSERT INTO TOSADM / UPDATE TOSADM / MERGE INTO / CALL / EXEC / dbms_ / procedure) 전수 검색에서 해당 히트가 0건이다.","확인","높음","crates/ (rg 전수); scripts/reinfer_roadgraph.sh:235","","output"
"OP-03","API 표면","대시보드 API의 HTTP 라우트 31개는 모두 GET이며 POST/PUT/DELETE/PATCH 엔드포인트가 하나도 없다.","확인","높음","crates/api/src/main.rs:45-75","","output"
"OP-04","API 표면","대시보드 API에는 인증·인가 계층이 없고 CORS는 permissive로 열려 있다.","확인","높음","crates/api/src/main.rs:75-76; crates/api/src/main.rs (auth/bearer/jwt/api_key 0건)","권고를 외부 채널로 승격할 때 인증 설계가 통째로 신규 작업(견적 반영 필요)","output"
"OP-05","Postgres 권한","README와 db/grants.sql은 API가 읽기전용 wp_ro 역할로 접속한다고 선언하지만 실제 API 프로세스는 Postgres 다수 테이블에 INSERT를 수행하므로 문서와 코드가 상충한다.","상충","높음","db/grants.sql:1-30; README.md:75-77; crates/api/src/livemap.rs:1497,2093,2840,4608,4983; crates/api/src/workpool.rs:731; crates/api/src/roadgraph.rs:503","운영 DB 권한 설명을 grants.sql 기준으로 하면 사실과 다르며 감사·보안 문답에서 즉시 드러난다","output"
"OP-06","산출물 저장","배차 권고 결과는 Postgres public 스키마의 그림자 테이블(stage2_match_shadow, stage2_solver_shadow, dispatch_compare_shadow, fair_compare_shadow/detail, dispatch_pred_sample)에 API 프로세스의 백그라운드 태스크가 적재한다.","확인","높음","crates/api/src/main.rs:126-137; db/migrations/0052_stage2_match_shadow.sql; db/migrations/0058_dispatch_compare_shadow.sql; db/migrations/0061_fair_compare_shadow.sql","","output"
"OP-07","소비처","권고 결과의 소비처는 자체 React SPA 4개 화면(Stage2Page 배차비교, HealthPage 배차엔진 헬스, LiveMapPage 작업지점 오버레이, TtPage 우리 픽)뿐이며 CSV·리포트·외부 전송은 없다.","확인","높음","web/src/Stage2Page.tsx:1-3,82-84; web/src/HealthPage.tsx:103-110; web/src/LiveMapPage.tsx:432,587; web/src/TtPage.tsx:265","","output"
"OP-08","프론트","web/src 어디에도 POST/PUT/DELETE/PATCH fetch가 없고 api.ts의 단일 fetch는 메서드 없는 GET이므로 프론트는 순수 조회 전용이다.","확인","높음","web/src/api.ts:298; web/src/ (method 검색 0건)","운영자가 화면에서 권고를 채택·기각하는 조작 자체가 불가능(운영자 UI 미구현)","output"
"OP-09","운영자 피드백","운영자의 Override/Swap 채택·거부 결과를 수집·저장하는 코드나 테이블은 존재하지 않는다.","확인","높음","web/src/TtPage.tsx:167-227; crates/ (override/adopt/reject 검색 무관 히트만); kc/dispatch/stage2-rollout.html","롤아웃 게이트 기준인 '현장 거부율'을 현재 데이터로 측정할 수 없다","output"
"OP-10","멱등성·Ack","멱등성 개념은 Postgres upsert(ON CONFLICT/PK) 수준으로만 존재하고 배차 지시용 커맨드 ID·Ack·재전송 개념은 코드에 없다(유일한 cmd_id는 scenario.command로 시뮬레이터 내부 잡 큐다).","확인","높음","db/migrations/0020_tt_cycle_log.sql:11; db/migrations/0092_tt_move_log.sql:41; db/migrations/0093_scenario.sql:74-85","Phase 2 전환 시 전달보증(at-least-once + 중복제거) 설계가 전부 신규","output"
"OP-11","scengen 격리","scengen은 별도 바이너리·별도 포트(8899)·별도 scenario 스키마로 격리되어 실배차 경로와 분리되며 산출물은 브라우저 다운로드용 scenario/emulator JSON 파일이다.","확인","높음","crates/scengen/src/lib.rs:1-14; crates/scengen/src/serve.rs:32-44,86-115; db/migrations/0093_scenario.sql:1-8; deploy/systemd/wp-scenario-web.service:1-12","","output"
"OP-12","scengen 제어면","scengen serve의 POST /api/scenario/config(킬스위치)가 저장소에서 유일한 비-GET 쓰기 엔드포인트이며 인증이 없고 0.0.0.0에 바인딩된다.","확인","높음","crates/scengen/src/serve.rs:32-44; db/migrations/0093_scenario.sql:11-24","네트워크 접근 가능한 누구나 수집기를 끌 수 있다(비핵심 서브시스템 한정이라 영향은 제한적)","output"
"OP-13","scengen 문서 상충","마이그레이션 주석은 'crates/api가 /sim UI용으로 scenario.*를 읽는다'고 적었지만 crates/api에 /api/scenario 라우트가 없고 web/sim 디렉터리도 없다.","상충","높음","db/migrations/0093_scenario.sql:3-4; crates/api/src/main.rs:43-79; crates/scengen/src/serve.rs:131-137","시나리오 UI가 대시보드에 통합되어 있다고 오해하면 견적·데모 계획이 어긋난다","output"
"OP-14","운영 단계","[문서] 지식센터는 현재를 'Phase 0 그림자 — 계산·권고·검증만, 실제 차량 지시는 TOS'로 규정하고 권고 브로드캐스트 채널(A1)과 TOS 소비 계약(A2)을 미착수로 표시한다.","확인","높음","kc/start/launch-plan.html:44-47; kc/start/launch-plan.html:75-81","출력 채널·계약이 조직 합의 병목으로 명시됨 — 일정 리스크 최상위","output"
"OP-15","Fallback","이 시스템이 멈춰도 실제 차량 지시는 TOS가 계속 수행하므로 배차는 중단되지 않지만, 코드 레벨의 자동 강등·폴백 로직은 구현되어 있지 않다.","확인","높음","kc/start/launch-plan.html:80; kc/dispatch/stage2-rollout.html; kc/learn/tt-dispatch-problem.html:57","현재는 무해(그림자)이나 Phase 2 이후 폴백은 전부 신규 개발","output"
"OP-16","외부 연계","DigiPort·KPI 계층 등 외부 시스템으로 데이터를 내보내는 계약·코드(webhook/kafka/mqtt/S3/FTP/이메일/CSV export)는 저장소에 존재하지 않는다.","확인","높음","crates/ (전수 검색 0건); deploy/systemd/","","output"
"OP-17","데이터 흐름","Oracle에서 Postgres로의 단방향 수집은 저장소 기준 systemd 타이머 18개(nightly, tick-t1/t2, shift-t1/t2, handover 60초, qc/rtg-moves 5분, tt-move-log, tt-cycle-recon, weather, workpool, scenario 계열)로 구성된다.","확인","높음","deploy/systemd/README.md:1-15; deploy/systemd/wp-handover.timer:1-11; deploy/systemd/wp-scenario-collect.timer:1-11","","output"
"OP-18","운영 활성화","systemd 유닛 파일 존재는 운영 활성화를 증명하지 않는다. [호스트] 2026-07-22 관찰에서 enabled 타이머는 16개이며 wp-tick-t1·wp-tick-t2는 미설치, wp-api·wp-etw-bridge는 호스트에만 존재한다.","확인","중간","deploy/systemd/README.md:20-40; [호스트] systemctl --user 관찰","코드 존재는 운영 활성과 다르며 저장소만으로는 가동 세트를 확정할 수 없다(재확인 권장)","output"
"OS-01","헬스체크","헬스 엔드포인트는 3개다 — /api/health(data_freshness 롤업, 일 ETL 신호), /api/livemap/health(GPS 피드), /api/health/dispatch(배차 틱 age<120초로 up 판정). liveness/readiness 구분은 없다.","확인","높음","crates/api/src/main.rs:45-75; crates/api/src/routes.rs:469-490; crates/api/src/livemap.rs:1273-1420","K8s식 readiness/liveness probe로 쓸 수 없어 무인 재기동·트래픽 차단 자동화가 불가하다","ops"
"OS-02","헬스체크 신호","프론트 전역 장애 배너는 /api/livemap/health의 connected·last_msg_age_s만 신호로 쓰고 /api/health는 일 단위 ETL 신선도라 실시간 판정에 쓰면 안 된다고 코드 주석이 명시한다.","확인","높음","web/src/App.tsx:64-84; web/src/App.tsx:100,703; web/src/FeedHealthPage.tsx:3,48","실시간 장애 판정이 GPS 피드 단일 신호에 묶여 있어 TOS 추출기만 죽은 경우는 배너가 뜨지 않는다","ops"
"OS-03","중복 실행 방지","DB advisory lock·파일 락·leader election은 저장소 어디에도 없고 동시 실행 방지는 systemd oneshot 특성과 프로세스 내 tokio Mutex에만 의존한다.","확인","높음","crates/extractor/src/runner.rs:1-10; crates/scengen/src/toolbox.rs:1-13; deploy/systemd/ (lock/flock/Conflicts= 0건)","서로 다른 유닛이 동시에 Oracle을 칠 수 있고 직렬화 근거가 저장소 밖 스크립트에 있어 검증 불가","ops"
"OS-04","중복 실행 방지","프로세스 간 Oracle 접근 직렬화의 실제 구현체인 remote-toolbox-sql 스크립트는 저장소에 없고 SKILL_DIR 경로로 외부 참조만 된다.","미확인","중간","crates/extractor/src/runner.rs:20-27; crates/scengen/src/toolbox.rs:2-3","운영 DB 부하 상한의 마지막 방어선이 저장소 밖 제3자 스크립트에 있다 — 견적·인수인계 시 소스 확보 필요","ops"
"OS-05","HA·Replica","Replica·HA 구성 흔적이 없고 전 구성요소가 단일 사용자 홈(%h) 기준 단일 호스트에 배치된 systemd --user 유닛이다.","확인","높음","deploy/systemd/README.md:17-38; deploy/systemd/wp-nightly.service:7-9; kc/reference/references.html:30-33","호스트 또는 실행 계정 하나가 죽으면 수집·API·대시보드가 전부 동시 정지한다(SPOF)","ops"
